"R2","lin","inter","betaLin","betaInter","R2_lin","R2_inter","R2_total","R2_add","diff"
0.2,0.5,0.5,0.119013474984704,0.349942306676655,0.0999961997046381,0.0999994024952811,0.201067422518087,0.199995602199919,NA
0.5,0.5,0.5,0.238511892506284,0.701300670180559,0.249999015526364,0.250000001358226,0.502678621333555,0.49999901688459,NA
0.8,0.5,0.5,0.480926179571735,1.41407476099061,0.399998980445754,0.40000007235258,0.804286423270391,0.799999052798333,NA
0.2,0.8,0.2,0.150523279808915,0.221292328298534,0.159997870121635,0.0399993426117317,0.200854675089612,0.199997212733367,NA
0.5,0.8,0.2,0.301534853541503,0.443302498592184,0.400000202223257,0.0999997269617929,0.502143614574545,0.49999992918505,NA
0.8,0.8,0.2,0.607001399742503,0.892386924578627,0.639999341745495,0.15999994017932,0.803429179958424,0.799999281924815,NA
0.2,0.2,0.8,0.0752566403887,0.442587068665954,0.0399943133615572,0.15999975394702,0.200851480804909,0.199994067308577,NA
0.5,0.2,0.8,0.150765206339061,0.886604435846896,0.099997550629218,0.400000183624288,0.502141396266111,0.499997734253506,NA
0.8,0.2,0.8,0.303499771368568,1.78477353615543,0.159999000510067,0.640000112444527,0.80342900298157,0.799999112954594,NA
