"R2","lin","inter","betaLin","betaInter","R2_lin","R2_inter","R2_total","R2_add","diff"
0.2,0.5,0.5,0.118751224814342,0.0876610871835797,0.0999961666568737,0.0999970231026561,0.19945770232406,0.19999318975953,NA
0.5,0.5,0.5,0.237266112812037,0.175148899347521,0.249994460213408,0.249999989025414,0.498655699926007,0.499994449238822,NA
0.8,0.5,0.5,0.472635708907579,0.348898503991192,0.399990714218744,0.400001179995737,0.797849893237788,0.799991894214481,NA
0.2,0.8,0.2,0.150221615222395,0.0554426837612481,0.159997856192484,0.0399948440852115,0.199564326222609,0.199992700277696,NA
0.5,0.8,0.2,0.300203630652314,0.110802982987076,0.399997503712907,0.0999987370963988,0.498925239573998,0.499996240809305,NA
0.8,0.8,0.2,0.598479335843593,0.220895705422555,0.639992426787969,0.159999000759288,0.798277824892722,0.799991427547257,NA
0.2,0.2,0.8,0.0751057553905607,0.110890979971998,0.0399942047386001,0.159996057573018,0.199561894088256,0.199990262311618,NA
0.5,0.2,0.8,0.15010034665889,0.221608096400653,0.0999970373047918,0.400001112137385,0.498927152478655,0.499998149442177,NA
0.8,0.2,0.8,0.299242477606993,0.441800328084159,0.159996075880288,0.640001696829081,0.798284173307479,0.799997772709369,NA
